Consequent	Antecedent 	Support %	Confidence %
ItemID_169	hour_18 and student_group_F4	0.319435422329577	8.7857847976308
ItemID_170	student_group_B1 and hour_20	0.017974155057044	8.771929824561402
ItemID_146	student_group_B1 and hour_20	0.017974155057044	8.771929824561402
ItemID_169	hour_18 and student_group_F5	0.057706497814721	8.743169398907105
ItemID_139	student_group_F6 and hour_1	0.007252729233544	8.695652173913043
ItemID_141	student_group_F6 and hour_1	0.007252729233544	8.695652173913043
ItemID_130	student_group_F6 and hour_1	0.007252729233544	8.695652173913043
ItemID_76	student_group_F6 and hour_1	0.007252729233544	8.695652173913043
ItemID_154	student_group_F6 and hour_1	0.007252729233544	8.695652173913043
ItemID_154	hour_20 and student_group_F2	3.565820094474682	8.684117438981252
ItemID_25	student_group_F5 and hour_1	0.127395765667472	8.663366336633663
ItemID_169	hour_16 and student_group_B1	0.040047678811309	8.661417322834646
ItemID_128	student_group_F1 and hour_22	1.860482716430901	8.64406779661017
ItemID_26	student_group_H1 and hour_18	0.025542220344221	8.641975308641975
ItemID_26	hour_18 and student_group_F0	0.248169474208664	8.640406607369759
ItemID_154	student_group_F1 and hour_0	2.216812457035462	8.634423897581792
ItemID_134	student_group_H2 and hour_0	0.124242405131148	8.629441624365482
ItemID_128	student_group_H2 and hour_0	0.124242405131148	8.629441624365482
ItemID_134	student_group_F0 and hour_0	0.973127061509451	8.619572261827608
ItemID_188	hour_18 and student_group_F1	0.303983955701591	8.609958506224066
ItemID_154	hour_20 and student_group_F3	4.033778798065097	8.583489681050658
ItemID_48	student_group_B1 and hour_22	0.081041365783515	8.560311284046692
ItemID_128	hour_1	5.102452683825153	8.553241456028676
ItemID_154	student_group_F3	26.591974066762948	8.524943969452977
ItemID_124	hour_19	0.014820794520721	8.51063829787234
ItemID_130	hour_19	0.014820794520721	8.51063829787234
ItemID_2	hour_19	0.014820794520721	8.51063829787234
ItemID_154	hour_19	0.014820794520721	8.51063829787234
ItemID_76	student_group_F5 and hour_17	0.122665724862986	8.483290488431876
ItemID_26	hour_1 and student_group_F0	0.396062083362239	8.439490445859873
ItemID_128	student_group_F0 and hour_23	1.461267272532338	8.43763487268019
ItemID_128	hour_1 and student_group_F2	1.300761221233469	8.412121212121212
ItemID_2	student_group_F2	28.361009327640467	8.393466682974015
ItemID_154	student_group_H1	1.706598722258311	8.37028824833703
ItemID_134	hour_2	0.011352097930765	8.333333333333332
ItemID_169	hour_2	0.011352097930765	8.333333333333332
ItemID_140	hour_19 and student_group_F0	0.003784032643588	8.333333333333332
ItemID_148	hour_19 and student_group_F0	0.003784032643588	8.333333333333332
ItemID_164	hour_19 and student_group_F0	0.003784032643588	8.333333333333332
ItemID_155	hour_19 and student_group_F0	0.003784032643588	8.333333333333332
ItemID_134	hour_19 and student_group_F0	0.003784032643588	8.333333333333332
ItemID_14	student_group_P3 and hour_22	0.003784032643588	8.333333333333332
ItemID_148	student_group_P3 and hour_22	0.003784032643588	8.333333333333332
ItemID_146	student_group_P3 and hour_22	0.003784032643588	8.333333333333332
ItemID_76	student_group_P3 and hour_22	0.003784032643588	8.333333333333332
ItemID_141	student_group_D1 and hour_1	0.018920163217941	8.333333333333332
ItemID_164	student_group_D1 and hour_1	0.018920163217941	8.333333333333332
ItemID_146	student_group_D1 and hour_1	0.018920163217941	8.333333333333332
ItemID_134	student_group_D1 and hour_1	0.018920163217941	8.333333333333332
ItemID_146	student_group_B1 and hour_1	0.011352097930765	8.333333333333332
ItemID_76	student_group_B1 and hour_1	0.011352097930765	8.333333333333332
ItemID_134	hour_1 and student_group_F3	1.311482647056969	8.295263284443376
